broken hearts					1.398638197	1.0884249209999999	1.8781190190000001	1.4550607123333332
control				1.691742043	1.74483577	3.1799081019999997	2.235855975	2.2130854725
acid					1.149375944		1.013588042	1.0814819930000001
helping people				1.3533936340000001		1.067083255	1.1626451070000001	1.1943739986666666
pez								0.0
religions				1.015045225				1.015045225
foamy							1.013588042	1.013588042
rage					1.287854973		1.1626451070000001	1.2252500400000002
speed								0.0
black cats				1.127828028	1.080136429		1.2818907590000002	1.163285072
dean koontz				1.015045225				1.015045225
surveys			1.176813066	1.015045225	1.066288526	1.04574159		1.0759721017500001
energy								0.0
open minds								0.0
murderdolls		1.033623233	1.114875536	1.015045225	1.9525543140000001	1.515258223	2.3252902140000002	1.4927744575000002
lip rings					1.537117226	1.173791581	2.5637815180000003	1.7582301083333334
gia								0.0
kinky					1.246311264			1.246311264
power					1.024744817			1.024744817
lighters			1.424563185	2.255656057	2.478774626	1.942091525	3.27925543	2.2760681646000003
acoustic							1.0732108679999999	1.0732108679999999
manson					1.232463361		1.1626451070000001	1.197554234
singing in the shower								0.0
stockings				1.127828028	1.246311264	1.024399925	1.013588042	1.10303181475
teasing								0.0
cannibal corpse							1.013588042	1.013588042
leopard print								0.0
queen of the damned					1.024744817	1.152449916	1.043399455	1.073531396
apoptygma berzerk								0.0
velvet acid christ					1.232463361			1.232463361
support				3.15791848	1.454029808	2.070141516	1.78868478	2.117693646
dreadlocks			1.176813066			1.259158242	1.1626451070000001	1.1995388050000002
kissing in the rain							1.401136411	1.401136411
midnight				1.240610831	1.315550779		1.430947824	1.3290364780000001
skanking								0.0
the ring					1.149375944	1.152449916	1.3713249980000002	1.2243836193333335
party monster								0.0
bayside				1.015045225	1.315550779	1.131108251	1.430947824	1.2231630197499999
gay boys								0.0
nicole richie							1.013588042	1.013588042
assemblage 23					1.052440623			1.052440623
darkwave			1.362625655		1.052440623			1.2075331390000001
reptiles								0.0
exercising			1.114875536			1.856724865	1.6992505409999998	1.5569503139999998
emotion			1.114875536	1.3533936340000001	1.218615458	1.4085498969999999	1.550193476	1.3291256002
boys kissing				1.3533936340000001	1.135528041		1.2818907590000002	1.2569374780000002
nailpolish						1.00305826	1.013588042	1.008323151
mirrors					1.107832235		1.0732108679999999	1.0905215515
coal chamber		1.007120073	1.176813066		2.298751888	1.067083255	1.222267933	1.354407243
sneaker pimps								0.0
fraggle rock								0.0
snail mail								0.0
sadomasochism					1.495573517			1.495573517
carebears				1.57895924	1.454029808	1.259158242	1.639627715	1.48294375125
stevie nicks						1.1097665859999999		1.1097665859999999
dita von teese						1.280499907		1.280499907
shooting stars						1.04574159	1.3713249980000002	1.208533294
innocence				1.240610831	1.343246585		1.043399455	1.2090856236666667
guinea pigs				1.127828028				1.127828028
eternal sunshine				1.127828028				1.127828028
liquor								0.0
stone sour					1.218615458	1.04574159	1.1030222809999999	1.1224597763333333
the birthday massacre								0.0
static x					1.246311264		1.043399455	1.1448553595000002
cotton candy								0.0
dark			1.672313304	1.8045248459999998	2.298751888	2.1768498419999998	2.474347279	2.0853574318
sxe				1.3533936340000001	1.093984332		1.013588042	1.1536553360000001
glowsticks			1.238750596	1.240610831	1.3570944880000002	1.152449916	1.6098163019999998	1.3197444266
quiet				1.240610831				1.240610831
mushroomhead					1.3570944880000002		1.3713249980000002	1.3642097430000002
walking in the rain				1.127828028			1.1626451070000001	1.1452365675
glam rock				1.015045225				1.015045225
roxy								0.0
fear factory							1.013588042	1.013588042
cuddles		1.007120073		2.8195700710000002	1.315550779	1.4512332280000002	1.252079346	1.5691106994000001
dreads			1.362625655		1.190919653	1.1097665859999999	1.043399455	1.17667783725
eyeshadow								0.0
drowning pool				1.015045225	1.204767556		1.430947824	1.2169202016666667
chucks			1.920063424		1.066288526	1.216474911	1.639627715	1.460613644
vanity					1.163223847			1.163223847
front 242								0.0
understanding			1.176813066	2.142873254	1.855618994	1.6219665490000001	1.252079346	1.6098702418000002
eye liner					1.287854973		1.1328336940000001	1.2103443335000001
switchblade symphony					2.838820103	1.685991544	2.08679891	2.2038701856666667
shadows					1.107832235		1.1328336940000001	1.1203329645000002
clockwork orange								0.0
vendetta red								0.0
the color pink							1.0732108679999999	1.0732108679999999
glam			1.052938006		1.163223847			1.1080809265
thoughts			1.052938006	1.57895924	1.8279231880000002	1.429891562	2.5637815180000003	1.6906987028000002
colours				1.8045248459999998				1.8045248459999998
shaun of the dead								0.0
sleepy hollow							1.222267933	1.222267933
desire								0.0
sadism					2.631101559	1.92074986	1.729061954	2.0936377910000004
saliva					1.03859272	1.00305826	1.311702172	1.117784384
roadtrips								0.0
bruises				1.57895924	2.395687209	2.411608158	2.4147244530000003	2.200244765
gay pride				1.3533936340000001	1.370942391	1.4939165580000002	1.49057065	1.42720580825
shinedown				1.240610831			1.937741845	1.589176338
haunted houses				1.015045225	1.0108969140000001			1.0129710695
ben harper								0.0
trampolines							1.0732108679999999	1.0732108679999999
queers		1.007120073						1.007120073
covenant		1.099881133						1.099881133
johnny knoxville			1.052938006					1.052938006
sevendust					1.246311264		1.252079346	1.249195305
emily dickinson				1.240610831				1.240610831
gay marriage				1.127828028			1.3713249980000002	1.249576513
lit								0.0
box car racer				1.015045225	1.093984332			1.0545147785
milkshakes								0.0
skaters							1.222267933	1.222267933
fuck			1.238750596		1.3570944880000002			1.2979225420000002
red lipstick					1.218615458	1.0884249209999999	1.1626451070000001	1.1565618286666668
weirdness								0.0
local shows								0.0
lords of acid					1.024744817			1.024744817
anorexia		1.709453809	3.902064377	7.443664989	8.433372892000001	11.524499164000002	10.314748898	7.221300688166667
nightmares			1.300688125	1.9173076480000002	2.8249722000000004	2.304899832	3.338878256	2.3373492122000004
icp					1.50942142	1.216474911	1.311702172	1.3458661676666666
bloc party								0.0
lestat				1.015045225	1.093984332	1.131108251	1.1626451070000001	1.10069572875
pancakes								0.0
bi					1.0108969140000001		1.341513585	1.1762052495000002
phones								0.0
francesca lia block					1.426334003	1.280499907		1.3534169550000001
warmth								0.0
dimmu borgir				1.127828028	1.966402217	1.216474911	1.401136411	1.4279603917500001
giggling								0.0
vegetarians				1.015045225			1.013588042	1.0143166335
women's rights				1.015045225				1.015045225
davey havok					1.64790045		1.8781190190000001	1.7630097345000002
lost prophets			1.176813066	1.57895924	1.6617483530000001		1.818496193	1.5590042130000001
empathy			1.114875536	2.255656057		1.195133246	1.1030222809999999	1.4171717799999999
dykes				1.9173076480000002	1.454029808		1.580004889	1.6504474483333336
rough sex					1.149375944		1.043399455	1.0963876995000001
interview with the vampire					1.080136429	1.301841572	1.043399455	1.1417924853333334
powerman 5000								0.0
glass					1.024744817	1.00305826		1.0139015384999999
lava lamps					1.190919653			1.190919653
manic street preachers			1.238750596	2.594004466	1.343246585	1.856724865	1.341513585	1.6748480194
equal rights				1.9173076480000002			1.252079346	1.584693497
the casualties					1.454029808		1.9675532580000001	1.710791533
gender						1.237816576		1.237816576
black and white photos					1.107832235	1.00305826	1.49057065	1.2004870483333334
pvc		1.060126393			1.343246585			1.201686489
quizzes			1.114875536	1.240610831	1.329398682	1.4512332280000002	1.669439128	1.361111481
beetlejuice								0.0
independence				1.127828028				1.127828028
chuck taylors					1.066288526		1.1626451070000001	1.1144668165
belts								0.0
william gibson								0.0
bare feet								0.0
hamsters				1.8045248459999998	1.1216801379999999	1.259158242		1.3951210753333332
fear			2.539438722	3.0451356769999998	4.279002009	4.182966363	4.978505971000001	3.8050097484000007
being loved					1.5509651290000002		1.580004889	1.565485009
punk music					1.454029808			1.454029808
bisexuals					1.606356741		1.460759237	1.533557989
dr pepper								0.0
mice								0.0
gerard way						1.195133246	1.6098163019999998	1.4024747739999999
expression				1.127828028			1.0732108679999999	1.100519448
pins			1.486500715		1.315550779		1.19245652	1.3315026713333333
debating								0.0
drew barrymore					1.1216801379999999			1.1216801379999999
anti-bush			1.362625655	1.015045225	1.024744817	1.067083255	2.08679891	1.3112595724000002
the last unicorn				1.015045225				1.015045225
the vandals								0.0
fruits								0.0
balance								0.0
ozzy		1.073377973			1.3570944880000002		1.550193476	1.3268886456666666
chai tea								0.0
the all-american rejects								0.0
diversity				1.4661764369999999		1.1097665859999999		1.2879715114999999
the sky								0.0
gays				1.3533936340000001	1.093984332	1.00305826	1.818496193	1.31723310475
buttons			1.052938006					1.052938006
courtney love			1.486500715	1.240610831	1.924858509	1.728674874	1.639627715	1.6040545288
hemp								0.0
spanking		1.007120073			1.4401819059999998	1.152449916		1.1999172983333333
lenore					1.9110106059999998	1.152449916	1.669439128	1.5776332166666667
mark ryden					1.024744817	1.024399925		1.024572371
otep		1.166139032	1.672313304	1.691742043	3.15732187	2.625024809	3.130198365	2.2404565705
being alone			1.672313304	2.9323528739999998	3.974348144	2.689049805	3.487935321	2.9511998896
fetishes					1.606356741	1.3658665669999999		1.486111654
presents								0.0
fast cars								0.0
suicide girls				1.240610831	1.135528041	1.557941553	1.341513585	1.3188985025
grateful dead								0.0
blink182							1.013588042	1.013588042
catholicism								0.0
vast					1.149375944			1.149375944
indie music				1.127828028				1.127828028
reality								0.0
skin					1.0108969140000001			1.0108969140000001
sweeney todd						1.3445249019999999		1.3445249019999999
madness			1.362625655	1.015045225	1.1216801379999999	1.04574159	1.669439128	1.2429063472
alice cooper				1.015045225				1.015045225
sex toys								0.0
the beautiful mistake								0.0
horoscopes								0.0
thrifting								0.0
minus the bear								0.0
suicide		1.49742853	7.122815927	15.112895585	17.046768522	15.579415537000001	18.065716278	12.404173396500001
graveyards		1.1263842929999999	1.424563185	2.594004466	3.254257191	2.326241498	2.8917070610000004	2.269526282333333
girl interrupted			2.9110639	6.090271355	5.234507312	5.783591247	5.515111405	5.1069090438
black nail polish			1.362625655	2.142873254	2.797276394	1.856724865	2.712838583	2.1744677502
gym						1.259158242	1.0732108679999999	1.166184555
the rasmus							1.19245652	1.19245652
goddess				1.240610831				1.240610831
jack daniels								0.0
pretty in pink								0.0
white zombie					1.398638197			1.398638197
ink				1.8045248459999998		1.024399925		1.4144623854999998
eeyore				1.9173076480000002	1.149375944	1.259158242		1.441947278
fuel					1.024744817		1.013588042	1.0191664295
christina ricci					1.4817256140000001	1.3445249019999999	1.341513585	1.389254700333333
anatomy			1.052938006		1.343246585	1.024399925		1.1401948386666667
cleaning						1.024399925		1.024399925
clarinet				1.240610831		1.00305826	1.0732108679999999	1.105626653
ville valo			1.052938006		1.5509651290000002	1.429891562	2.0569874969999997	1.5226955485
black hair				1.127828028	1.426334003	1.195133246	1.341513585	1.2727022154999998
moshing				1.127828028	1.4401819059999998	1.152449916	1.6992505409999998	1.35492759775
transgender				1.127828028	1.052440623	1.3872082319999999		1.189158961
cabaret								0.0
red hot chilli peppers			1.176813066	1.015045225	1.024744817			1.072201036
puddle of mudd					1.3570944880000002		1.550193476	1.453643982
psychobilly								0.0
piebald								0.0
cities								0.0
safety pins			1.672313304	4.172963706	4.375937329	2.9024664560000004	6.200773904	3.8648909398
runes				1.57895924				1.57895924
texting				1.4661764369999999		3.3292997580000003	1.252079346	2.015851847
velvet revolver				1.4661764369999999			1.997364671	1.731770554
necklaces					1.398638197		1.5203820630000002	1.45951013
spooning								0.0
swings								0.0
masochism			1.548438245	1.4661764369999999	3.2958008999999997	2.689049805	2.623404344	2.3245739461999997
night time				1.4661764369999999	1.27400707	1.00305826		1.2477472556666667
squirrels				1.3533936340000001				1.3533936340000001
voltaire					1.052440623	1.131108251		1.091774437
breastfeeding								0.0
owls								0.0
parks				1.015045225				1.015045225
white							1.252079346	1.252079346
pearls								0.0
kill hannah		1.073377973	1.114875536		1.190919653	1.3658665669999999	1.8483076059999999	1.3186694669999999
acdc								0.0
noodles								0.0
the police								0.0
amy lee			1.424563185	2.706787269	3.212713482	2.539658149	4.4120891239999995	2.8591622417999996
festivals			1.424563185			1.024399925		1.224481555
pregnancy				1.4661764369999999				1.4661764369999999
dali								0.0
everclear					1.4124861000000002	1.4512332280000002	1.252079346	1.3719328913333335
pickles				1.015045225	1.024744817			1.019895021
prodigy			1.114875536		1.232463361			1.1736694485
pajamas								0.0
akira								0.0
happy bunny			1.052938006	2.142873254	1.370942391		1.907930432	1.61867102075
motley crue								0.0
mushrooms				1.3533936340000001	1.190919653	1.1097665859999999	1.1626451070000001	1.204181245
rainbow brite					1.74483577		1.1626451070000001	1.4537404385000001
thunder storms				1.240610831	1.1216801379999999	1.173791581	1.1626451070000001	1.17468191425
d/s								0.0
british accents				1.127828028				1.127828028
ozzy osbourne				1.127828028	1.398638197		1.222267933	1.2495780526666667
slurpees				1.015045225				1.015045225
zoolander				1.015045225				1.015045225
eve 6					1.287854973		1.222267933	1.255061453
static-x		1.046874813			1.689444159	1.024399925	1.6992505409999998	1.3649923595
henry rollins								0.0
domination					1.4124861000000002			1.4124861000000002
faith no more								0.0
songs				2.030090451	1.17707175	1.1097665859999999	1.5203820630000002	1.4593277125000002
anti-war					1.218615458		1.1328336940000001	1.175724576
sporks					1.093984332		1.013588042	1.053786187
adema				1.4661764369999999	2.1325770530000003	1.00305826	1.550193476	1.5380013065
light								0.0
indigo girls								0.0
bright colors							1.1328336940000001	1.1328336940000001
children of bodom				1.127828028	1.27400707	1.173791581	1.311702172	1.2218322127499999
drummers				1.015045225				1.015045225
america's next top model			1.052938006			1.173791581		1.1133647935
refused								0.0
walks				1.4661764369999999	1.080136429		1.013588042	1.186633636
lollipops					1.5648130319999998	1.0884249209999999	1.311702172	1.3216467083333332
jungle								0.0
jogging						1.173791581		1.173791581
tatu					1.03859272	1.1097665859999999	1.49057065	1.2129766519999998
america								0.0
spirits				1.240610831	1.329398682	1.280499907	1.401136411	1.3129114577499998
finger eleven					1.315550779		1.401136411	1.358343595
alternative music				1.127828028	1.024744817	1.0884249209999999		1.0803325886666666
bitching				1.015045225	1.4678777109999999	1.173791581	1.3713249980000002	1.25700987875
romeo and juliet				1.015045225	1.3570944880000002	1.0884249209999999	1.580004889	1.26014238075
the donnas								0.0
limp bizkit			1.176813066		1.066288526			1.121550796
jared leto						1.195133246		1.195133246
synthpop		1.007120073						1.007120073
joni mitchell								0.0
wumpscut		1.099881133			1.606356741			1.353118937
r.e.m.								0.0
gore		1.192642192	1.982000953	1.8045248459999998	2.728036879	2.9451497860000004	2.1464217359999997	2.1331293986666666
paris hilton					1.1216801379999999		1.6992505409999998	1.4104653395
tarot cards					1.50942142	1.536599888	1.580004889	1.5420087323333334
evil			1.052938006	1.240610831	1.841771091	1.3445249019999999	1.252079346	1.3463848351999999
respect								0.0
nip/tuck				1.127828028				1.127828028
tolerance							1.043399455	1.043399455
reincarnation						1.237816576		1.237816576
clive barker								0.0
cyndi lauper								0.0
hot pink		1.113132713		1.4661764369999999	1.149375944		1.2818907590000002	1.25264396325
